Job No,Date,Client,Type, Pricing ,Truck,Location,Crew Event,Cameraman,Assistant,4G,Duration Crew,Crew Start Time,Crew End Time,Camera,Camera Qty,Others Acces,Reporter,Editor,Story,Report Duration,Format,Note,Edit S.T.,Edit E.T.,Crew Duration,edit duration
578,2-May-22,alghad tv,crew + edit, $265.00 ,Nissan X.Trail,downtown,Event Description,Cameraman,Assistant Needed,4G,1:00,2023-08-17 12:30:00,2023-08-17 13:30:00,Canon XF305,1.0,Pro-X,Reporter,Editor needed,Story,0,No format,Nawafez - Claudie Abi Hanna: Tadmor-Broqta / Duration: 8Mins 18Secs,2023-08-17 15:00:00,2023-08-17 19:00:00,60.0,240.0
579,2-May-22,newstime,renting editor, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:10,MP4,Dubai TV,2023-08-17 10:00:00,2023-08-17 13:00:00,0.0,180.0
580,3-May-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,kaskas,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 11:00:00,2023-08-17 15:00:00,Canon XF305,1.0,Pro-X,Reporter,Editor needed,Story,0:01:59,MXF,PKG report-Leila Khalil: Beirut Eid el Fotr / Duration: 1Min 59Secs,2023-08-17 15:30:00,2023-08-17 17:00:00,240.0,90.0
581,3-May-22,russia today,crew + edit, $280.00 ,Suzuki Cias,hazmieh,Event Description,Cameraman,Assistant Needed,no 4G,1:20,2023-08-17 11:50:00,2023-08-17 13:10:00,Canon XF305,1.0,Pro-X,Reporter,Editor needed,Story,0:03:10,MP4,PKG Report-Omar El Soloh: Elections -Mufti and Bassil  / Duration: 3Mins 10Secs,2023-08-17 11:00:00,2023-08-17 13:00:00,80.0,120.0
584,4-May-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,rawche,Event Description,Cameraman,Assistant Needed,no 4G,5:30,2023-08-17 10:00:00,2023-08-17 15:30:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:45,MXF,No Notes,2023-08-17 17:00:00,2023-08-17 19:00:00,330.0,120.0
585,4-May-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,5:00,2023-08-17 12:30:00,2023-08-17 17:30:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:01:23,MXF,No Notes,2023-08-17 16:45:00,2023-08-17 17:00:00,300.0,15.0
586,4-May-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:08:18,MXF,No Notes,2023-08-17 14:30:00,2023-08-17 16:30:00,0.0,120.0
587,5-May-22,bbc arabic,crew, $300.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:30,2023-08-17 11:30:00,2023-08-17 13:00:00,Canon XF305,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,No Notes,0,0,90.0,0.0
588,5-May-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,cola,Event Description,Cameraman,Assistant Needed,no 4G,4:40,2023-08-17 10:20:00,2023-08-17 15:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:06:22,MXF-HD 50i,PKG report-Claudie Abi Hanna: Interview with the minister of economy / Duration: 6Mins 22Secs,2023-08-17 15:30:00,2023-08-17 16:00:00,280.0,30.0
589,5-May-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,downtown,Event Description,Cameraman,Assistant Needed,no 4G,7:00,2023-08-17 15:00:00,2023-08-17 22:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:03:15,MXF-HD 50i,PKG report-Leila Khalil: nawafez intros ep 103 / Duration: 3Mins 15Secs ,2023-08-17 14:30:00,2023-08-17 14:50:00,420.0,20.0
592,5-May-22,russia today,crew, $280.00 ,Suzuki Cias,verdun,Event Description,Cameraman,Assistant Needed,no 4G,2:15,2023-08-17 17:30:00,2023-08-17 19:45:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,No Notes,0,0,135.0,0.0
593,5-May-22,bloomberg asharq,crew, $265.00 ,Suzuki Cias,ein saadeh,Event Description,Cameraman,Assistant Needed,no 4G,1:45,2023-08-17 13:00:00,2023-08-17 14:45:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,No Notes,0,0,105.0,0.0
594,5-May-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:18,MXF-HD 50i,PKG report-Leila Khalil: Diaspora Elections / Duration: 2Mins 18Secs,2023-08-17 10:30:00,2023-08-17 12:30:00,0.0,120.0
595,5-May-22,priyanka cgtn,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:54,MP4-HD,PKG report-Priyanka Navani: Lebanese elections previous / Duration: 2Mins 54Secs,2023-08-17 12:30:00,2023-08-17 14:45:00,0.0,135.0
596,6-May-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,chatela,Event Description,Cameraman,Assistant Needed,no 4G,3:05,2023-08-17 13:00:00,2023-08-17 16:05:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:26,MXF-HD 50i,PKG report-Hanan Issa: The Palestinians pursue a benefit that they do not participate / Duration: 2Mins 26Secs,2023-08-17 14:30:00,2023-08-17 16:30:00,185.0,120.0
597,6-May-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,8:50,2023-08-17 08:30:00,2023-08-17 17:20:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:01:20,MXF-HD 50i,Rushes-Claudie Abi Hanna / Diaspora / Duration: 1Min 20Secs,2023-08-17 10:30:00,2023-08-17 10:55:00,530.0,25.0
599,6-May-22,bloomberg asharq,crew + edit, $285.00 ,Renault Duster,karantina,Event Description,Cameraman,Assistant Needed,no 4G,4:30,2023-08-17 11:10:00,2023-08-17 15:40:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:08:18,MP4-HD,Rushes-Lebanon elections-ministry of affairs / Duration: 8Mins 18Secs ,2023-08-17 12:30:00,2023-08-17 13:10:00,270.0,40.0
601,6-May-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 18:00:00,2023-08-17 19:00:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Volantmedia  ,0,0,60.0,0.0
602,6-May-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:00:44 / 0:01:00,MXF-HD 50i,No Notes,2023-08-17 17:00:00,2023-08-17 17:30:00,0.0,30.0
603,6-May-22,bloomberg asharq,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,0:01:46,MP4-HD,No Notes,2023-08-17 17:10:00,2023-08-17 17:30:00,0.0,20.0
604,6-May-22,russia today,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:59,MP4-HD,PKG report-Omar el Solh: Soviet war memory / Duration: 2Mins 59Secs,2023-08-17 12:00:00,2023-08-17 14:00:00,0.0,120.0
605,6-May-22,newstime,renting editor, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:03,MP4,No Notes,2023-08-17 11:00:00,2023-08-17 12:45:00,0.0,105.0
606,7-May-22,alghad tv,crew, $250.00 ,Suzuki Cias,deir el ahmar,Event Description,Cameraman,Assistant Needed,no 4G,8:10,2023-08-17 08:50:00,2023-08-17 17:00:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,No Notes,0,0,490.0,0.0
607,7-May-22,alghad tv,crew, $250.00 ,Suzuki Cias,bekaa,Event Description,Cameraman,Assistant Needed,no 4G,7:10,2023-08-17 11:30:00,2023-08-17 18:40:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,No Notes,0,0,430.0,0.0
608,7-May-22,russia today,crew + edit, $280.00 ,Suzuki Cias,harrisa,Event Description,Cameraman,Assistant Needed,no 4G,4:05,2023-08-17 07:30:00,2023-08-17 11:35:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:03:51,MP4-HD,PKG report-Omar Al Soloh:,2023-08-17 12:00:00,2023-08-17 14:00:00,245.0,120.0
609,7-May-22,bloomberg asharq,crew, $265.00 ,Renault Duster,rawche,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 12:00:00,2023-08-17 15:00:00,Canon XF305,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,No Notes,0,0,180.0,0.0
610,7-May-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:04:26,MXF-HD 50i,No Notes,2023-08-17 14:00:00,2023-08-17 15:30:00,0.0,90.0
611,8-May-22,alghad tv,crew + edit, $265.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,7:50,2023-08-17 09:30:00,2023-08-17 17:20:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:15,MXF,No Notes,2023-08-17 15:00:00,2023-08-17 16:30:00,470.0,90.0
612,8-May-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,salim slem,Event Description,Cameraman,Assistant Needed,no 4G,7:30,2023-08-17 10:30:00,2023-08-17 18:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,00:13:13 / 00:00:28,MXF,No Notes,2023-08-17 12:30:00,2023-08-17 13:30:00,450.0,60.0
613,8-May-22,russia today,crew + edit, $280.00 ,Suzuki Cias,unesco,Event Description,Cameraman,Assistant Needed,no 4G,5:35,2023-08-17 10:10:00,2023-08-17 15:45:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,00:02:57,MP4-HD,PKG report-Omar el Solh:,2023-08-17 00:00:00,2023-08-17 00:00:00,335.0,0.0
614,8-May-22,bloomberg asharq,crew + edit, $285.00 ,Suzuki Cias,downtown,Event Description,Cameraman,Assistant Needed,no 4G,7:30,2023-08-17 09:00:00,2023-08-17 16:30:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:19,MP4-HD,PKG report-Maha Hoteit:,2023-08-17 15:00:00,2023-08-17 17:00:00,450.0,120.0
616,8-May-22,beirutsat,crew, $180.00 ,Nissan Sunny,dawra,Event Description,Cameraman,Assistant Needed,no 4G,6:30,2023-08-17 11:20:00,2023-08-17 17:50:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Volant Media,0,0,390.0,0.0
617,8-May-22,bloomberg asharq,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:19,MP4-HD,No Notes,2023-08-17 17:00:00,2023-08-17 19:00:00,0.0,120.0
618,8-May-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:40,MXF,PKG report-Hanan Issa:,2023-08-17 17:00:00,2023-08-17 18:30:00,0.0,90.0
619,8-May-22,newstime,edit, $40.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:05,MP4,No Notes,2023-08-17 11:15:00,2023-08-17 13:15:00,0.0,120.0
619/A,8-May-22,bloomberg asharq,crew, $265.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
620,9-May-22,bbc arabic,crew, $300.00 ,Renault Duster,rmayle,Event Description,Cameraman,Assistant Needed,no 4G,3:00,2023-08-17 11:00:00,2023-08-17 14:00:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,No Notes,0,0,180.0,0.0
621,9-May-22,alghad tv,crew, $250.00 ,Suzuki Cias,sanaye3,Event Description,Cameraman,Assistant Needed,no 4G,1:40,2023-08-17 11:20:00,2023-08-17 13:00:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,PKG report-Hanan Issa:,0,0,100.0,0.0
622,9-May-22,alghad tv,crew, $250.00 ,Suzuki Cias,batroun,Event Description,Cameraman,Assistant Needed,no 4G,6:30,2023-08-17 12:30:00,2023-08-17 19:00:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,No Notes,0,0,390.0,0.0
623,9-May-22,bloomberg asharq,crew, $265.00 ,Renault Duster,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:30,2023-08-17 11:00:00,2023-08-17 13:30:00,Canon XF305,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Daily crew,0,0,150.0,0.0
624,9-May-22,bloomberg asharq,crew + edit, $285.00 ,Renault Duster,downtown,Event Description,Cameraman,Assistant Needed,no 4G,2:30,2023-08-17 11:00:00,2023-08-17 13:30:00,Sony Z150,1.0,Pro-X,No Reporter,Editor needed,Story,0:11:52,MP4-HD,extra crew ,2023-08-17 13:00:00,2023-08-17 17:30:00,150.0,270.0
627,9-May-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:30,2023-08-17 16:00:00,2023-08-17 17:30:00,Sony Z150,1.0,Pro-X,No Reporter,Editor needed,Story,00:02:10,MP4-HD,No Notes,2023-08-17 00:00:00,2023-08-17 00:00:00,90.0,0.0
630,9-May-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:58,MXF-HD 50i,No Notes,2023-08-17 10:00:00,2023-08-17 12:30:00,0.0,150.0
632,9-May-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:25:45,MXF,zoom,2023-08-17 15:00:00,2023-08-17 18:00:00,0.0,180.0
633,10-May-22,alghad tv,crew, $250.00 ,Suzuki Cias,hamra,Event Description,Cameraman,Assistant Needed,no 4G,5:25,2023-08-17 13:30:00,2023-08-17 18:55:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,PKG report-Leila Khalil: King Rolodex interv.,0,0,325.0,0.0
634,10-May-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,kfarhem,Event Description,Cameraman,Assistant Needed,no 4G,4:50,2023-08-17 10:30:00,2023-08-17 15:20:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:45,MXF-HD 50i,PKG report-Claudie Abi Hanna: North Batroun / Duration: 2Mins 45Secs,2023-08-17 10:30:00,2023-08-17 12:30:00,290.0,120.0
635,10-May-22,bloomberg asharq,crew, $285.00 ,Renault Duster,downtown,Event Description,Cameraman,Assistant Needed,no 4G,4:00,2023-08-17 15:00:00,2023-08-17 19:00:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,extra crew ,0,0,240.0,0.0
636,10-May-22,priyanka cgtn,crew, $300.00 ,Suzuki Cias,zouk,Event Description,Cameraman,Assistant Needed,no 4G,5:40,2023-08-17 10:30:00,2023-08-17 16:10:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,EDIT DATE TBC,0,0,340.0,0.0
637,10-May-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:30,2023-08-17 13:30:00,2023-08-17 15:00:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Volant Media,0,0,90.0,0.0
638,10-May-22,russia today,crew + edit, $280.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,3:30,2023-08-17 13:30:00,2023-08-17 17:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:51,MP4-HD,PKG report-Omar Soloh: Lebanese Elections report + Rushes / Duration: 2Mins 51Secs,2023-08-17 17:00:00,2023-08-17 19:00:00,210.0,120.0
639,11-May-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,sayfi,Event Description,Cameraman,Assistant Needed,no 4G,6:10,2023-08-17 10:20:00,2023-08-17 16:30:00,Sony Z150,1.0,No Acces,Reporter,Editor needed,Story,0:19:54,MXF,Interview-Leila Khalil: Fouad Saniora/Duration: 19Mins 54Secs,2023-08-17 16:00:00,2023-08-17 18:00:00,370.0,120.0
640,11-May-22,alghad tv,crew, $250.00 ,Suzuki Cias,sayfi,Event Description,Cameraman,Assistant Needed,no 4G,5:30,2023-08-17 10:30:00,2023-08-17 16:00:00,Sony Z150,1.0,No Acces,Reporter,No Editor,No story,0,No format,PKG report-Leila Khalil:,0,0,330.0,0.0
641,11-May-22,bloomberg asharq,crew, $285.00 ,No Car,No Location,Event Description,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,No Reporter,Editor needed,Story,00:03:22,MP4-HD,extra crew ,2023-08-17 07:12:00,2023-08-17 00:00:00,0.0,-432.0
643,11-May-22,beirutsat,crew, $180.00 ,No Car,downtown,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 12:00:00,2023-08-17 13:00:00,Sony Z150,1.0,No Acces,No Reporter,No Editor,No story,0,No format,Volantmedia ,0,0,60.0,0.0
644,11-May-22,priyanka cgtn,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:54,MP4-HD,PKG report-Priyanka Navani-CGTN: Lebanon to power the polls / Duration: 2Mins 54Secs,2023-08-17 12:15:00,2023-08-17 14:15:00,0.0,120.0
646,11-May-22,bloomberg asharq,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:22,No format,PKG report-Paula Nawfal: IMF in Lebanon / Duration: 3Mins 22Secs ,2023-08-17 11:00:00,2023-08-17 15:00:00,0.0,240.0
647,11-May-22,bloomberg asharq,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:14,No format,Interview + Rushes-Maha Hoteit: Beirut King Rolodex / Duration: 3Mins 14Secs ,2023-08-17 16:30:00,2023-08-17 17:20:00,0.0,50.0
648,12-May-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,choueifat,Event Description,Cameraman,Assistant Needed,no 4G,2:00,2023-08-17 16:00:00,2023-08-17 18:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:26,MXF,PKG report-Claudie Abi Hanna: Chouf Aley / Duration: 2Mins 26Secs,2023-08-17 15:30:00,2023-08-17 17:30:00,120.0,120.0
649,12-May-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,jdayde,Event Description,Cameraman,Assistant Needed,no 4G,5:32,2023-08-17 09:03:00,2023-08-17 14:35:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:05:06,MXF-HD 50i,Rushes-Hanan Issa: Chirine Abu Aqle / Duration: 5Mins 6Secs,2023-08-17 13:00:00,2023-08-17 13:30:00,332.0,30.0
650,12-May-22,bloomberg asharq,crew + edit, $285.00 ,Nissan X.Trail,baabda,Event Description,Cameraman,Assistant Needed,no 4G,6:00,2023-08-17 12:30:00,2023-08-17 18:30:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,00:02:44,MP4-HD,Rushes LBN ambassadors of GCC to Lebanon / Duration: 1Min 10Secs  - Presser-Kuwait Ambassador in Lebanon /Duration: 1Min 19Secs,2023-08-17 00:00:00,2023-08-17 07:12:00,360.0,432.0
652,12-May-22,bloomberg asharq,crew, $285.00 ,Renault Duster,karantina,Event Description,Cameraman,Assistant Needed,no 4G,4:15,2023-08-17 07:45:00,2023-08-17 12:00:00,Sony Z150,1.0,Pro-X,No Reporter,Editor needed,Story,00:06:44,MP4-HD,extra crew ,2023-08-17 03:36:00,2023-08-17 10:48:00,255.0,432.0
653,12-May-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:19:17,MXF-HD 50i,Interview with Ghassan Hasbani / Duration: 20 Mins,2023-08-17 10:30:00,2023-08-17 12:00:00,0.0,90.0
654,12-May-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:17,MXF,PKG Report-Hanan Issa: Ladies candidates / Duration: 2Mins 17Secs,2023-08-17 17:30:00,2023-08-17 19:00:00,0.0,90.0
655,13-May-22,alghad tv,crew + edit, $265.00 ,Suzuki Cias,rawche,Event Description,Cameraman,Assistant Needed,no 4G,5:25,2023-08-17 12:55:00,2023-08-17 18:20:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:24,MXF,PKG report-Hanan Issa: Lebanese Elections preparations/Duration: 2mins 24secs,2023-08-17 17:30:00,2023-08-17 19:00:00,325.0,90.0
656,13-May-22,beirutsat,crew, $180.00 ,Suzuki Cias,salim slem,Event Description,Cameraman,Assistant Needed,no 4G,5:25,2023-08-17 08:20:00,2023-08-17 13:45:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Ruptly,0,0,325.0,0.0
657,13-May-22,russia today,crew + edit, $280.00 ,Nissan Sunny,mar elias,Event Description,Cameraman,Assistant Needed,no 4G,2:15,2023-08-17 11:45:00,2023-08-17 14:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:46,MP4-HD,PKG report-Omar Al Solh: Elections preparations/Duration:2mins 46secs,2023-08-17 14:30:00,2023-08-17 15:40:00,135.0,70.0
658,13-May-22,bloomberg asharq,crew + edit, $285.00 ,Nissan X.Trail,baabda,Event Description,Cameraman,Assistant Needed,no 4G,3:05,2023-08-17 12:00:00,2023-08-17 15:05:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:05,MP4-HD,PKG report-Maha Hoteit: Lebanon Beirut Elections Final/Duration: 2mins 05sec,2023-08-17 17:30:00,2023-08-17 18:45:00,185.0,75.0
659,13-May-22,bloomberg asharq,crew + edit, $285.00 ,Nissan X.Trail,tripoli,Event Description,Cameraman,Assistant Needed,no 4G,2:05,2023-08-17 11:10:00,2023-08-17 13:15:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:06:30,MP4-HD,Rushes-Amanda Borodhy:Beirut families of boat victims protest tripoli/Duration: 4mins 34seconds - Vox pop-Amanda-Lebanon families of boat victim / Duration: 1mins 40sec,2023-08-17 16:30:00,2023-08-17 17:20:00,125.0,50.0
660,13-May-22,bloomberg asharq,crew, $265.00 ,Renault Duster,clemenceau,Event Description,Cameraman,Assistant Needed,no 4G,6:00,2023-08-17 10:00:00,2023-08-17 16:00:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:46,MP4-HD,PKG report-Paula Nawfal: Beirut public opinion/Duration: 2mins 46secs,2023-08-17 16:00:00,2023-08-17 18:00:00,360.0,120.0
661,13-May-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:02:06,MXF,PKG report-Leila Khalil- King Rolodex-Elections  / Duration: 2mins 10seconds,2023-08-17 14:30:00,2023-08-17 16:00:00,0.0,90.0
662,13-May-22,alghad tv,edit, $50.00 ,No Car,No Location,No Event,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,0,No Acces,Reporter,Editor needed,Story,0:03:10,MXF,Nawafez-Leila Khalil: Episode 104 / Duration: 3mins 10seconds,2023-08-17 16:00:00,2023-08-17 16:15:00,0.0,15.0
663,14-May-22,beirutsat,crew, $180.00 ,Suzuki Cias,verdun,Event Description,Cameraman,Assistant Needed,no 4G,1:00,2023-08-17 11:30:00,2023-08-17 12:30:00,Sony Z150,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Volant Media,0,0,60.0,0.0
666,14-May-22,russia today,crew + edit, $280.00 ,Suzuki Cias,achrafieh,Event Description,Cameraman,Assistant Needed,no 4G,3:50,2023-08-17 12:50:00,2023-08-17 16:40:00,Sony Z150,1.0,Pro-X,Reporter,Editor needed,Story,0:02:20,MP4-HD,PKG report-Omar Al Solh: Election silence/Duration:2mins 20secs ,2023-08-17 14:00:00,2023-08-17 15:30:00,230.0,90.0
667,14-May-22,bloomberg asharq,crew, $325.00 ,Renault Duster,tripoli,Event Description,Cameraman,Assistant Needed,4G,9:30,2023-08-17 11:30:00,2023-08-17 21:00:00,Sony Z150,1.0,Pro-X,Reporter,No Editor,No story,0,No format,extra crew ,0,0,570.0,0.0
668,14-May-22,Other Clients,Other Type, $400.00 ,No Car,beirut,Event Description,No Cameraman,No Assistant,no 4G,0:00,0,0,No Camera needed,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,No Notes,0,0,0.0,0.0
669,15-May-22,bbc arabic,crew, $400.00 ,No Car,achrafieh,Event Description,Cameraman,Assistant Needed,no 4G,22:30,2023-08-17 01:00:00,2023-08-17 23:30:00,Canon XA35,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,Extra Crew + SNG,0,0,1350.0,0.0
670,15-May-22,bbc arabic,crew + edit, $400.00 ,No Car,tarriq el jdide,Event Description,Cameraman,Assistant Needed,no 4G,16:15,2023-08-17 07:30:00,2023-08-17 23:45:00,Canon XA35,1.0,Pro-X,No Reporter,No Editor,No story,0,No format,No Notes,0,0,975.0,0.0
